Index,demand
201,0.026828688
202,0.012531317
203,0.019636322
204,0.040312037
205,0.050145708
206,0.08295913
207,0.14069991
208,0.12977974
209,0.18333666
210,0.12002611
211,0.10469965
212,0.018816832
213,0.09826213
214,0.04720403
215,0.013282137
216,0.046639632
217,0.10142027
218,0.030270875
219,0.029254543
220,0.04582635
221,0.042260535
222,0.021697622
223,0.059984226
224,0.08066834
225,0.036568724
226,0.061082315
227,0.020874672
228,0.021311905
229,0.058949735
230,0.02605176
231,0.03166203
232,0.06574824
233,0.15878916
234,0.28162944
235,0.13160037
236,0.13386427
237,0.07299909
238,0.07979138
239,0.090426974
240,0.082030624
241,0.053727157
242,0.021078806
243,0.25604767
244,0.076929845
245,0.09385507
246,0.050722547
247,0.09482513
248,0.02557358
249,0.02054678
250,0.02129542
251,0.018515192
252,0.018779984
253,0.042320315
254,0.114222646
255,0.058901615
256,0.041323908
257,0.1416243
258,0.52685666
259,0.11939623
260,0.026057698
261,0.24969655
262,0.072471224
263,0.41142556
264,0.17026708
265,0.08060961
266,0.022333011
267,0.041684132
268,0.043858286
269,0.087187804
270,0.26646948
271,0.05500131
272,0.39856994
273,0.0966709
274,0.07975815
275,0.013652433
276,0.021498175
277,0.053001966
278,0.06797003
279,0.018522251
280,0.16166024
281,0.27112082
282,0.16034621
283,0.086608425
284,0.047483828
285,0.14944386
286,0.18202615
287,0.27805808
288,0.06586264
289,0.054563347
290,0.024605507
291,0.06034767
292,0.43495366
293,0.02847825
294,0.08233354
295,0.28192762
296,0.26022133
297,0.023225775
298,0.018752713
299,0.028117426
300,0.056211352
301,0.13661934
302,0.24959281
303,0.13723251
304,0.14609587
305,0.27196336
306,0.25444984
307,0.15879066
308,0.25753367
309,0.56279397
310,0.08353154
311,0.021309638
312,0.057306133
313,0.08894561
314,0.061026353
315,0.1815547
316,0.7597122
317,0.0375286
318,0.08369152
319,0.4156115
320,0.020558631
321,0.048491567
322,0.27723855
323,0.011787127
324,0.041409206
325,0.09881579
326,0.024152027
327,0.029720413
328,0.16490853
329,0.07483991
330,0.12939656
331,0.18831721
332,0.17489621
333,0.25865626
334,0.27778578
335,0.14335093
336,0.036821745
337,0.28159076
338,0.27347374
339,0.16090015
340,0.7474674
341,0.40474686
342,0.28776848
343,0.040508483
344,0.10602727
345,0.04864862
346,0.02684784
347,0.018856948
348,0.010987787
349,0.06333865
350,0.015602683
351,0.017009001
352,0.035080712
353,0.08514943
354,0.13243519
355,0.13061056
356,0.13878103
357,0.09730058
358,0.16852084
359,0.14313632
360,0.026099285
361,0.13306816
362,0.2688295
363,0.048858557
364,0.09643991
365,0.692254
366,0.8462399
367,0.39520836
368,0.052566394
369,0.027499497
370,0.019207332
371,0.041020416
372,0.28277054
373,0.06989181
374,0.021449372
375,0.04067347
376,0.013209204
377,0.05454456
378,0.07561357
379,0.074332245
380,0.015356058
381,0.26178092
382,0.025598265
383,0.044746395
384,0.14758669
385,0.1272717
386,0.06546364
387,0.048064515
388,0.109237455
389,0.10500152
390,0.03271662
391,0.09172938
392,0.10534266
393,0.12218205
394,0.77258277
395,0.8829411
396,0.44094375
397,0.104663044
398,0.025979618
399,0.08566854
400,0.078836784
401,0.26583138
402,0.03857092
403,0.048520863
404,0.018621132
405,0.061290935
406,0.14702909
407,0.25339177
408,0.08944351
409,0.5799192
410,0.26586157
411,0.16077167
412,0.18324809
413,0.14129299
414,0.06513388
415,0.15161258
416,0.044042196
417,0.053890478
418,0.020045005
419,0.09694093
420,0.12200799
421,0.03862845
422,0.08476679
423,0.027001377
424,0.7372154
425,1.0
426,0.8196261
427,0.07508328
428,0.030929305
429,0.26654613
430,0.14756614
431,0.027980119
432,0.014752071
433,0.01613646
434,0.015061532
435,0.06485281
436,0.119523
437,0.058591783
438,0.46843547
439,0.51733476
440,0.099914946
441,0.17011172
442,0.14810207
443,0.26188782
444,0.09502218
445,0.26742882
446,0.11828748
447,0.027021267
448,0.075773716
449,0.08855933
450,0.11655141
451,0.045736734
452,0.019859605
453,0.2853825
454,0.39981568
455,0.15552615
456,0.069402106
457,0.028018573
458,0.2654997
459,0.09758244
460,0.26767337
461,0.031173164
462,0.048955597
463,0.039724883
464,0.015114633
465,0.022824183
466,0.05075635
467,0.036586624
468,0.26436645
469,0.7870148
470,0.41812253
471,0.42385644
472,0.14128564
473,0.18935935
474,0.2677145
475,0.40969503
476,0.0898589
477,0.025323717
478,0.03038339
479,0.022636294
480,0.26537225
481,0.16783962
482,0.048027053
483,0.28737053
484,0.28450757
485,0.28159624
486,0.99670887
487,0.107971765
488,0.03907027
489,0.16614029
490,0.25387314
491,0.030148523
492,0.057514645
493,0.41190755
494,0.01028576
495,0.07432631
496,0.045252405
497,0.041078143
498,0.05734157
499,0.25736445
500,0.42831877
501,0.41791472
502,0.5533255
503,0.43662387
504,0.18769069
505,0.18228415
506,0.2685747
507,0.013077824
508,0.018944329
509,0.14831072
510,0.098713234
511,0.049820814
512,0.17680036
513,0.1651942
514,0.5372596
515,0.15420768
516,0.017644461
517,0.060522392
518,0.14474049
519,0.06800258
520,0.05686757
521,0.022417143
522,0.008582139
523,0.01172115
524,0.029705128
525,0.058283627
526,0.10100548
527,0.123775996
528,0.14768767
529,0.39214504
530,0.8017143
531,0.40780568
532,0.4199485
533,0.6733758
534,0.09785469
535,0.014185416
536,0.042630456
537,0.051595
538,0.1395901
539,0.18802996
540,0.068247445
541,0.02673667
542,0.06464395
543,0.14047047
544,0.024655059
545,0.027245868
546,0.04679791
547,0.14538807
548,0.021154523
549,0.021261247
550,0.040867407
551,0.01961032
552,0.012501989
553,0.037579283
554,0.12642026
555,0.06497871
556,0.09888798
557,0.27434558
558,0.42735535
559,0.67148733
560,0.9055679
561,0.6865235
562,0.41225895
563,0.09806422
564,0.020083431
565,0.016282177
566,0.047835454
567,0.1293656
568,0.02067787
569,0.03555669
570,0.4353773
571,0.05818744
572,0.021532059
573,0.06696513
574,0.054676622
575,0.098423414
576,0.048810933
577,0.04503958
578,0.024277423
579,0.03160069
580,0.010962848
581,0.0148277655
582,0.025665354
583,0.10795162
584,0.1326318
585,0.51764613
586,0.38964263
587,0.29676118
588,0.98860717
589,0.39847702
590,0.43748528
591,0.118086845
592,0.024621747
593,0.022961978
594,0.04084674
595,0.041753568
596,0.053499293
597,0.039479926
598,0.05219022
599,0.40693673
600,0.11772172
601,0.2613063
602,0.037434004
603,0.09634517
604,0.14246108
605,0.14624557
606,0.25536942
607,0.033653915
608,0.020017838
609,0.045185406
610,0.17966709
611,0.54349697
612,0.39572802
613,0.29121196
614,0.1749126
615,0.40029755
616,0.15871865
617,0.080913275
618,0.02071077
619,0.05070663
620,0.03940594
621,0.11221196
622,0.28978348
623,0.05628261
624,0.2714011
625,0.036262266
626,0.065668546
627,0.18217692
628,0.044484556
629,0.019533552
630,0.13842615
631,0.17201829
632,0.041385163
633,0.27324235
634,0.2782182
635,0.08685412
636,0.074793205
637,0.02369365
638,0.08366006
639,0.083286546
640,0.054841116
641,0.105746545
642,0.28273764
643,0.04887127
644,0.035037726
645,0.018822834
646,0.14003846
647,0.016155915
648,0.016228294
649,0.07595639
650,0.02611554
651,0.030087475
652,0.14206475
653,0.04524653
654,0.08349869
655,0.019518387
656,0.088068165
657,0.18953025
658,0.38970816
659,0.40412414
660,0.02080468
661,0.022690821
662,0.017473629
663,0.036704753
664,0.0833676
665,0.02786133
666,0.067313075
667,0.119641334
668,0.019407637
669,0.023469828
670,0.02029613
671,0.015700994
672,0.07361116
673,0.12041536
674,0.28097802
675,0.020344907
676,0.020910678
677,0.07364011
678,0.08278447
679,0.11037903
680,0.26427606
681,0.037543606
682,0.014846984
683,0.013902881
684,0.07738222
685,0.025701866
686,0.022627497
687,0.07129203
688,0.12392409
689,0.032973062
690,0.02123611
691,0.02046417
692,0.26604033
693,0.015186891
694,0.036682688
695,0.26028523
696,0.083142385
697,0.056051936
698,0.022362309
699,0.03337148
700,0.08990716
701,0.379136
702,0.028429091
703,0.017527033
704,0.018102048
705,0.05079167
706,0.069587424
707,0.15191525
708,0.07889311
709,0.17270446
710,0.11873841
711,0.02833312
712,0.032471698
713,0.051146794
714,0.039743297
715,0.16275409
716,0.017461872
717,0.016302655
718,0.0898266
719,0.023093838
720,0.1395504
721,0.044342622
722,0.016975762
723,0.2745492
724,0.49054232
725,0.27413127
726,0.02874753
727,0.06563069
728,0.029800454
729,0.07890052
730,0.08286459
731,0.06946085
732,0.6464984
733,0.08068669
734,0.02381665
735,0.09293171
736,0.09876652
737,0.043452278
738,0.16352782
739,0.40254304
740,0.08699886
741,0.113260254
742,0.021727322
743,0.02147069
744,0.025039125
745,0.10891861
746,0.020325482
747,0.014992548
748,0.017512243
749,0.06809624
750,0.024751762
751,0.014519274
752,0.037141707
753,0.020001777
754,0.078706734
755,0.023809804
756,0.04163213
757,0.023947842
758,0.033385545
759,0.07716537
760,0.1162036
761,0.026127635
762,0.07688106
763,0.42748407
764,0.047597274
765,0.08322449
766,0.03472852
767,0.027001366
768,0.05460401
769,0.15481377
770,0.035016775
771,0.013185952
772,0.022128988
773,0.05079337
774,0.08259297
775,0.019613322
776,0.26895654
777,0.041574914
778,0.021760467
779,0.053493418
780,0.27489564
781,0.030882936
782,0.01855036
783,0.01885291
784,0.044719953
785,0.03544838
786,0.27797857
787,0.07861237
788,0.009582449
789,0.014282295
790,0.072383374
791,0.11751389
792,0.11661047
793,0.100206845
794,0.082311936
795,0.024878655
796,0.048596717
797,0.080165125
798,0.26896587
799,0.10068403
800,0.011530931
801,0.017653054
802,0.017672248
803,0.015294256
804,0.022804894
805,0.017338917
806,0.019584503
807,0.013494552
808,0.014461401
809,0.0150698265
810,0.0141046485
811,0.028227936
812,0.06604335
813,0.070102185
814,0.11619009
815,0.014525973
816,0.019108735
817,0.11310812
818,0.15495533
819,0.0114803435
820,0.020648018
821,0.012945674
822,0.020171635
823,0.023730878
824,0.016870119
825,0.01658354
826,0.0146782715
827,0.01765424
828,0.04330453
829,0.03622564
830,0.062211733
831,0.029773088
832,0.017068293
833,0.018376075
834,0.013652111
835,0.009269683
836,0.012685023
837,0.0780654
838,0.031374857
839,0.050412487
840,0.010011901
841,0.021843411
842,0.014832286
843,0.079275504
844,0.013582098
845,0.013692794
846,0.016449606
847,0.0849135
848,0.053479135
849,0.06116447
850,0.05603206
851,0.008408394
852,0.07994136
853,0.019047625
854,0.009541253
855,0.04835014
856,0.045338884
857,0.1087527
858,0.028341824
859,0.035819553
860,0.019909324
861,0.020413358
862,0.015376113
863,0.012777047
864,0.012608598
865,0.010411415
866,0.026379727
867,0.013718161
868,0.015542246
869,0.054178905
870,0.023646696
871,0.13953044
872,0.017813195
873,0.023656834
874,0.0165412
875,0.013185547
876,0.014495635
877,0.048822183
878,0.0183004
879,0.01627477
880,0.025015127
881,0.011735982
882,0.012411764
883,0.044821553
884,0.08458786
885,0.023125123
886,0.078121945
887,0.02636969
888,0.041701447
889,0.034175783
890,0.05549188
891,0.043558978
892,0.07332105
893,0.0467232
894,0.030990174
895,0.03384503
896,0.03999229
897,0.08125607
898,0.04099072
899,0.067724146
900,0.08856489
901,0.13421896
902,0.26155207
903,0.027547553
904,0.029081214
905,0.09420424
906,0.042505644
907,0.3892333
908,0.047219466
909,0.104067974
910,0.04830761
911,0.025821911
912,0.018812608
913,0.27069125
914,0.039025337
915,0.4571618
916,0.10941461
917,0.04831828
918,0.0770215
919,0.034414582
920,0.021585837
921,0.038558863
922,0.020604165
923,0.015699485
924,0.08659758
925,0.083869755
926,0.1174218
927,0.41604066
928,0.036812346
929,0.06678172
930,0.026352037
931,0.08725239
932,0.12857729
933,0.019235857
934,0.032974195
935,0.027421616
936,0.04105499
937,0.04873897
938,0.44200513
939,0.10016549
940,0.08833078
941,0.27638108
942,0.063569255
943,0.4314458
944,0.014462299
945,0.037434146
946,0.12748949
947,0.030613894
948,0.042156585
949,0.039320048
950,0.022227079
951,0.06568426
952,0.060726322
953,0.05096207
954,0.028127832
955,0.038453963
956,0.28036565
957,0.025863707
958,0.019943764
959,0.030067397
960,0.037516665
961,0.04893299
962,0.02770823
963,0.030693624
964,0.050795227
965,0.06208971
966,0.04055488
967,0.052743834
968,0.09289185
969,0.10640667
970,0.013725406
971,0.014076975
972,0.016520688
973,0.08601564
974,0.2630524
975,0.034908626
976,0.036353223
977,0.13443248
978,0.27274793
979,0.0700134
980,0.030493967
981,0.021449994
982,0.017162558
983,0.01961739
984,0.043789152
985,0.015161513
986,0.09786965
987,0.2787744
988,0.27917713
989,0.031082105
990,0.030096041
991,0.014408322
992,0.018205047
993,0.024754455
994,0.022061879
995,0.13162462
996,0.021545697
997,0.033028334
998,0.025480794
999,0.025640424
1000,0.07904273
1001,0.44772038
1002,0.033559088
1003,0.029485397
1004,0.030301439
1005,0.027186004
1006,0.04459671
1007,0.042933814
1008,0.022465117
1009,0.10444964
1010,0.14541903
1011,0.0869847
1012,0.0642868
1013,0.04336167
1014,0.00955827
1015,0.02444242
1016,0.025860086
1017,0.02808456
1018,0.021151885
1019,0.049344767
1020,0.055518
1021,0.24960604
1022,0.031764843
1023,0.04804606
1024,0.045503713
1025,0.023145333
1026,0.017285325
1027,0.024171319
1028,0.05464431
1029,0.022350864
1030,0.09228546
1031,0.15127386
1032,0.25665954
1033,0.05159708
1034,0.0405621
1035,0.041711394
1036,0.07142246
1037,0.038831122
1038,0.020095456
1039,0.067724675
1040,0.0155915115
1041,0.01931404
1042,0.078331225
1043,0.022584936
1044,0.017592756
1045,0.023478854
1046,0.0747911
1047,0.08395462
1048,0.24973814
1049,0.24986021
1050,0.2730369
1051,0.082386136
1052,0.04356586
1053,0.022365024
1054,0.049626682
1055,0.040437236
1056,0.083609425
1057,0.04978203
1058,0.6493897
1059,0.15063736
1060,0.06097666
1061,0.11761294
1062,0.049395505
1063,0.04085459
1064,0.02079404
1065,0.021053549
1066,0.015184941
1067,0.035933983
1068,0.013039066
1069,0.008976846
1070,0.017757453
1071,0.02178267
1072,0.053233445
1073,0.04581917
1074,0.08212249
1075,0.06884389
1076,0.1305711
1077,0.17019169
1078,0.43669367
1079,0.07046366
1080,0.031736832
1081,0.07436958
1082,0.014967848
1083,0.032958593
1084,0.016311092
1085,0.058494598
1086,0.05971478
1087,0.13471076
1088,0.048019957
1089,0.09691904
1090,0.049674153
1091,0.06465365
1092,0.025609536
1093,0.025256528
1094,0.02025228
1095,0.11705749
1096,0.015783455
1097,0.025057651
1098,0.046062108
1099,0.02243659
1100,0.013545594
1101,0.012100471
1102,0.018639695
1103,0.03268309
1104,0.049011007
1105,0.09828427
1106,0.1485653
1107,0.1371492
1108,0.18060632
1109,0.12718786
1110,0.10293468
1111,0.01827285
1112,0.09843
1113,0.013503817
1114,0.04628779
1115,0.013466487
1116,0.043235905
1117,0.11802742
1118,0.032127567
1119,0.02752705
1120,0.04703522
1121,0.043758992
1122,0.018686406
1123,0.050992727
1124,0.084225126
1125,0.033467744
1126,0.061126087
1127,0.022797372
1128,0.022746798
1129,0.054708194
1130,0.013127703
1131,0.024512438
1132,0.029051201
1133,0.06722322
1134,0.15867607
1135,0.44560236
1136,0.13108036
1137,0.15179
1138,0.06861305
1139,0.074472435
1140,0.090198636
1141,0.07960201
1142,0.058714177
1143,0.011963041
1144,0.02054052
1145,0.27104595
1146,0.07510471
1147,0.10025806
1148,0.056465786
1149,0.10907135
1150,0.023649422
1151,0.020852733
1152,0.016173616
1153,0.022785418
1154,0.03563502
1155,0.11996928
1156,0.06113487
1157,0.042404328
1158,0.1484811
1159,0.5426503
1160,0.11144041
1161,0.030186322
1162,0.25268912
1163,0.06275869
1164,0.24976881
1165,0.26579377
1166,0.07405425
1167,0.04828155
1168,0.04223454
1169,0.077730335
1170,0.26535574
1171,0.056101937
1172,0.2559512
1173,0.10949688
1174,0.0727587
1175,0.016580451
1176,0.011150966
1177,0.015754359
1178,0.02162751
1179,0.055728067
1180,0.067163356
1181,0.020297632
1182,0.17247285
1183,0.17586288
1184,0.14048676
1185,0.078674935
1186,0.06528874
1187,0.13569027
1188,0.25131
1189,0.27177167
1190,0.073094994
1191,0.025969582
1192,0.053195205
1193,0.022170076
1194,0.06705943
1195,0.44168222
1196,0.03431917
1197,0.06693997
1198,0.28454745
1199,0.26192933
1200,0.018168531
1201,0.010288413
1202,0.03166567
1203,0.05907816
1204,0.14484167
1205,0.14812855
1206,0.1339852
1207,0.14275324
1208,0.2788643
1209,0.26587638
1210,0.16745925
1211,0.25826645
1212,0.5579027
1213,0.08321874
1214,0.02422131
1215,0.063768044
1216,0.09912805
1217,0.05437682
1218,0.18201777
1219,0.7934646
1220,0.0457755
1221,0.08888937
1222,0.41651112
1223,0.022718864
1224,0.052038994
1225,0.2707981
1226,0.016482074
1227,0.011522015
1228,0.04597535
1229,0.08150102
1230,0.02675514
1231,0.029963106
1232,0.015005704
1233,0.1696035
1234,0.074303985
1235,0.13024856
1236,0.19088347
1237,0.17622398
1238,0.2531566
1239,0.5107207
1240,0.2797711
1241,0.026630621
1242,0.27998585
1243,0.266089
1244,0.15906325
1245,0.7691807
1246,0.4080965
1247,0.29031
1248,0.054326802
1249,0.03394694
1250,0.105168715
1251,0.05521215
1252,0.03125737
1253,0.02451101
1254,0.01940394
1255,0.05815804
1256,0.022587327
1257,0.025873454
1258,0.06983846
1259,0.12979923
1260,0.12698202
1261,0.1407378
1262,0.09827479
1263,0.1724643
1264,0.12557316
1265,0.028423123
1266,0.120334886
1267,0.27101305
1268,0.041822582
1269,0.08267261
1270,0.7461264
1271,0.8396914
1272,0.4176624
1273,0.037540257
1274,0.02479607
1275,0.021270212
1276,0.0339494
1277,0.27734226
1278,0.07199729
1279,0.02400037
1280,0.033012956
1281,0.011614182
1282,0.067051336
1283,0.07404106
1284,0.07772869
1285,0.019639688
1286,0.27263215
1287,0.026958901
1288,0.044738527
1289,0.15445131
1290,0.12121974
1291,0.070287645
1292,0.053793706
1293,0.11027657
1294,0.11212964
1295,0.023848798
1296,0.09534764
1297,0.10281537
1298,0.12850198
1299,0.7600778
1300,0.84603417
1301,0.4442695
1302,0.03160381
1303,0.10908746
1304,0.021480076
1305,0.26839587
1306,0.081474915
1307,0.17549211
1308,0.04188891
1309,0.051551238
1310,0.02041042
1311,0.06447652
1312,0.14740731
1313,0.25928694
1314,0.09041202
1315,0.581321
1316,0.26718444
1317,0.16319567
1318,0.18514891
1319,0.14273262
1320,0.066494554
1321,0.16615777
1322,0.047233973
1323,0.04963471
1324,0.022053145
1325,0.092458084
1326,0.084579214
1327,0.033748906
1328,0.08522139
1329,0.023396896
1330,0.73289853
1331,0.99982536
1332,0.76686627
1333,0.028701153
1334,0.28108028
1335,0.26300213
1336,0.030807223
1337,0.01713996
1338,0.016278401
1339,0.062454253
1340,0.12810771
1341,0.064305924
1342,0.4665309
1343,0.5284486
1344,0.092901476
1345,0.16530156
1346,0.1384912
1347,0.17942904
1348,0.09234929
1349,0.40451613
1350,0.10940325
1351,0.02040862
1352,0.06456151
1353,0.08511041
1354,0.10663157
1355,0.041042116
1356,0.3824178
1357,0.40268975
1358,0.15618373
1359,0.048256125
1360,0.026918208
1361,0.17888421
1362,0.021176023
1363,0.07788178
1364,0.16052094
1365,0.022876918
1366,0.04313538
1367,0.04357084
1368,0.016007913
1369,0.027853321
1370,0.054567248
1371,0.04149699
1372,0.53226036
1373,0.7573385
1374,0.43197325
1375,0.29364458
1376,0.11047246
1377,0.18879603
1378,0.25211644
1379,0.40310472
1380,0.09922866
1381,0.02087916
1382,0.02091638
1383,0.018740306
1384,0.15301079
1385,0.26589382
1386,0.048279192
1387,0.29187477
1388,0.27920648
1389,0.28589743
1390,0.99920315
1391,0.10188164
1392,0.026693549
1393,0.13470404
1394,0.15323323
1395,0.02719852
1396,0.06025381
1397,0.41406798
1398,0.079725735
1399,0.045926806
1400,0.041065052
1401,0.061843004
1402,0.1724932
1403,0.43957388
1404,0.291073
1405,0.5176995
1406,0.42592815
1407,0.18991126
1408,0.26429436
1409,0.264232
1410,0.017891886
1411,0.123865336
1412,0.0743192
1413,0.055122513
1414,0.27821428
1415,0.27005148
1416,0.042514652
1417,0.53060055
1418,0.26167285
1419,0.014524498
1420,0.07724991
1421,0.120427795
1422,0.07682168
1423,0.05648298
1424,0.018207867
1425,0.00933545
1426,0.01284901
1427,0.030073
1428,0.05764296
1429,0.10549142
1430,0.11346498
1431,0.16782822
1432,0.4019045
1433,0.8285985
1434,0.43329743
1435,0.4223623
1436,0.672158
1437,0.09268594
1438,0.014167988
1439,0.040026158
1440,0.051187027
1441,0.13983184
1442,0.18827643
1443,0.07170376
1444,0.02625282
1445,0.07091784
1446,0.1515953
1447,0.017084291
1448,0.04968199
1449,0.13105224
1450,0.021157514
1451,0.029452832
1452,0.0191231
1453,0.018163368
1454,0.011644335
1455,0.034840066
1456,0.12299788
1457,0.06523775
1458,0.10634718
1459,0.27620062
1460,0.29781422
1461,0.60874116
1462,0.9523713
1463,0.668812
1464,0.4315501
1465,0.096559554
1466,0.02089099
1467,0.028161962
1468,0.045099393
1469,0.118424974
1470,0.021478908
1471,0.024111211
1472,0.41968432
1473,0.057750575
1474,0.027459241
1475,0.06757558
1476,0.046761114
1477,0.09606781
1478,0.043343477
1479,0.06441516
1480,0.021920903
1481,0.042169172
1482,0.024358088
1483,0.11312351
1484,0.14130145
1485,0.49716356
1486,0.39839876
1487,0.2849075
1488,0.98597896
1489,0.41392988
1490,0.43482417
1491,0.10068852
1492,0.028068017
1493,0.022942279
1494,0.04518326
1495,0.049734045
1496,0.04460203
1497,0.03697102
1498,0.05801567
1499,0.40424582
1500,0.10520042
1501,0.43154067
1502,0.04034716
1503,0.08791654
1504,0.13038844
1505,0.1342471
1506,0.17976584
1507,0.027927214
1508,0.05037262
1509,0.2606094
1510,0.5303617
1511,0.41718462
1512,0.414532
1513,0.17789869
1514,0.3909543
1515,0.17779252
1516,0.06986149
1517,0.022403825
1518,0.076772094
1519,0.028125737
1520,0.11708406
1521,0.29254776
1522,0.05630582
1523,0.266339
1524,0.034455918
1525,0.067784764
1526,0.17869247
1527,0.044815604
1528,0.018460838
1529,0.1420725
1530,0.17156123
1531,0.039287757
1532,0.2730789
1533,0.17880908
1534,0.08740165
1535,0.07644861
1536,0.026929561
1537,0.08263124
1538,0.07648686
1539,0.041295126
1540,0.10352525
1541,0.2742546
1542,0.057859123
1543,0.034865953
1544,0.14659995
1545,0.017908623
1546,0.021592436
1547,0.0824778
1548,0.024559189
1549,0.029212754
1550,0.15661317
1551,0.044312093
1552,0.07525427
1553,0.021103038
1554,0.0746285
1555,0.18228422
1556,0.39002627
1557,0.26815972
1558,0.024813391
1559,0.019977588
1560,0.08307005
1561,0.02568691
1562,0.077936515
1563,0.13127908
1564,0.017767655
1565,0.02104604
1566,0.022733904
1567,0.026458634
1568,0.04282933
1569,0.073991
1570,0.122567564
1571,0.2713134
1572,0.021574283
1573,0.018863952
1574,0.058804654
1575,0.08751394
1576,0.09787165
1577,0.27000448
1578,0.026279619
1579,0.016131965
1580,0.012889107
1581,0.07906082
1582,0.026501888
1583,0.021812323
1584,0.06951799
1585,0.12628125
1586,0.048154235
1587,0.01768477
1588,0.020279327
1589,0.1764169
1590,0.013078784
1591,0.012916756
1592,0.033568498
1593,0.1784131
1594,0.08311133
1595,0.052683346
1596,0.022514958
1597,0.06593026
1598,0.0882501
1599,0.28320327
1600,0.0254989
1601,0.019554008
1602,0.022009049
1603,0.047194846
1604,0.05483689
1605,0.16605558
1606,0.069685444
1607,0.171465
1608,0.115090944
1609,0.03258876
1610,0.020652728
1611,0.038624696
1612,0.048102632
1613,0.2634934
1614,0.016933976
1615,0.015759509
1616,0.09769997
1617,0.022403734
1618,0.14036503
1619,0.0527772
1620,0.014421627
1621,0.018404089
1622,0.27202243
1623,0.47723562
1624,0.14879511
1625,0.050692957
1626,0.056057423
1627,0.02245089
1628,0.021591028
1629,0.0694034
1630,0.07759033
1631,0.06341264
1632,0.63196194
1633,0.07703474
1634,0.022937866
1635,0.09770895
1636,0.099134035
1637,0.040403612
1638,0.16555275
1639,0.4293892
1640,0.066204146
1641,0.113415115
1642,0.021415204
1643,0.016763093
1644,0.018632567
1645,0.02397716
1646,0.109407775
1647,0.023756098
1648,0.018540476
1649,0.06427212
1650,0.016318273
1651,0.0150931515
1652,0.037051447
1653,0.016663473
1654,0.018875442
1655,0.09834896
1656,0.026377704
1657,0.01887774
1658,0.037522603
1659,0.0782299
1660,0.10661246
1661,0.020941557
1662,0.06355369
1663,0.43710998
1664,0.055603977
1665,0.09686623
1666,0.029963885
